domain,severity,public_comment,reject_media,reject_reports,obfuscate
oliphant.social,,,False,False,False
artisan.chat,,,False,False,False
mastodon.art,,,False,False,False
rage.love,,,False,False,False
sunny.garden,,,False,False,False
union.place,,,False,False,False
toot.wales,,,False,False,False
mastodon.social,,,False,False,False
mastodon.online,,,False,False,False
