domain,count,percent
feral.cafe,6,100.0
ffvo.dev,1,16.666666666666664
ffxiv-mastodon.com,1,16.666666666666664
fifo-f.eu,1,16.666666666666664
fightbig.tech,1,16.666666666666664
fightforthefuture.org,1,16.666666666666664
fightthis.net,5,83.33333333333334
filthylucre.biz,1,16.666666666666664
firebird.mullet.social,3,50.0
firechicken.net,1,16.666666666666664
firedragonstudios.com,2,33.33333333333333
firefaithfellowship.com,5,83.33333333333334
firefish.social,2,33.33333333333333
firemail.cc,1,16.666666666666664
fishingblog.org,1,16.666666666666664
fiume.club,1,16.666666666666664
flauschig.social,1,16.666666666666664
flipboard.social,1,16.666666666666664
flockingbird.social,1,16.666666666666664
floppy.tokyo,1,16.666666666666664
floyds.io,1,16.666666666666664
fluf.club,5,83.33333333333334
fluffytail.org,3,50.0
foodhub-muenchen.social,1,16.666666666666664
forum.decisiveliberty.news,2,33.33333333333333
fosstodon.org,2,33.33333333333333
foxarmy.org,2,33.33333333333333
foxfam.club,2,33.33333333333333
fr13nd5.com,4,66.66666666666666
francecatholique.net,1,16.666666666666664
freak.university,6,100.0
freeatlantis.com,5,83.33333333333334
freecumextremist.com,5,83.33333333333334
freedomofpress.rocks,2,33.33333333333333
freedomstrike.net,4,66.66666666666666
freedomstrike.org,3,50.0
freefedifollowers.ga,3,50.0
freemyip.com,1,16.666666666666664
freequeefextremist.com,1,16.666666666666664
freesocial.co,1,16.666666666666664
freesoftwareextremist.com,5,83.33333333333334
freespeech.club,3,50.0
freespeech.fans,2,33.33333333333333
freespeech.firedragonstudios.com,3,50.0
freespeech.gaac2.com,1,16.666666666666664
freespeech.group,5,83.33333333333334
freespeech.host,2,33.33333333333333
freespeech.icu,1,16.666666666666664
freespeech.institute,1,16.666666666666664
freespeechextreme.com,1,16.666666666666664
freespeechextremist.com,6,100.0
freetalklive.com,4,66.66666666666666
freethinkers.lgbt,5,83.33333333333334
freevoice.space,1,16.666666666666664
freewahaextremist.soy,1,16.666666666666664
freewahaextremist.wtf,3,50.0
freezepeach.online,4,66.66666666666666
freezepeach.xyz,5,83.33333333333334
frennet.link,2,33.33333333333333
frennet.xyz,5,83.33333333333334
frens.mahodou.moe,2,33.33333333333333
freyachat.eu,1,16.666666666666664
fribygda.no,1,16.666666666666664
friendica.ironbug.org,1,16.666666666666664
friends.deko.cloud,1,16.666666666666664
friends.nico,2,33.33333333333333
frog.fashion,1,16.666666666666664
froth.zone,6,100.0
fsmi.social,1,16.666666666666664
fuck-man-i-just-want-like-one-friend.xyz,1,16.666666666666664
fuckonthefirst.date,1,16.666666666666664
fulltermprivacy.com,3,50.0
functor.pro,1,16.666666666666664
furcel.club,4,66.66666666666666
furfag.de,1,16.666666666666664
furry.engineer,1,16.666666666666664
furry.lgbt,2,33.33333333333333
futomomo.life,1,16.666666666666664
fuwa.pink,4,66.66666666666666
fwedivewse.vfpmedia.com,1,16.666666666666664
fybuk.com,1,16.666666666666664
fym.moe,1,16.666666666666664
g3l.org,2,33.33333333333333
gab.ai,5,83.33333333333334
gab.best,2,33.33333333333333
gab.com,5,83.33333333333334
gab.io,3,50.0
gab.polaris-1.work,1,16.666666666666664
gab.protohype.net,2,33.33333333333333
gab.sleeck.eu,1,16.666666666666664
gabble.xyz,2,33.33333333333333
gabe.rocks,3,50.0
gabeappleton.me,1,16.666666666666664
gabfed.com,2,33.33333333333333
gabhub.protohype.net,1,16.666666666666664
gabtest.gameliberty.club,1,16.666666666666664
gamedev.place,1,16.666666666666664
gameliberty.club,6,100.0
gamers.exposed,4,66.66666666666666
gangstalking.services,5,83.33333333333334
gasthe.lgbt,3,50.0
gateway.occm.cc,2,33.33333333333333
gatooscuro.xyz,1,16.666666666666664
gay.lesaoras.xyz,2,33.33333333333333
gay.nsfw.onl,1,16.666666666666664
gc-project.de,1,16.666666666666664
gearlandia.haus,5,83.33333333333334
gecekafasi.com,2,33.33333333333333
gecko20.de,1,16.666666666666664
geeknews.chat,1,16.666666666666664
gegenstimme.tv,2,33.33333333333333
gendercritical.club,1,16.666666666666664
gendercritical.space,1,16.666666666666664
genderheretics.xyz,6,100.0
genderlandia.haus,1,16.666666666666664
genitalia.observer,2,33.33333333333333
gensokyo.club,4,66.66666666666666
gentoo.live,5,83.33333333333334
geofront.rocks,6,100.0
gerkenator.com,1,16.666666666666664
getbackinthe.kitchen,1,16.666666666666664
getcoin.nu,1,16.666666666666664
getgle.org,2,33.33333333333333
getindor.com,2,33.33333333333333
ghetti.monster,4,66.66666666666666
gigaohm.bio,3,50.0
girevik.su,2,33.33333333333333
girino.org,1,16.666666666666664
girlslove.pink,1,16.666666666666664
gitmo.life,3,50.0
gitpod.io,1,16.666666666666664
gizode.com,2,33.33333333333333
gladtech.social,2,33.33333333333333
gleasonator.com,6,100.0
gleasonator.dev,1,16.666666666666664
glee.li,5,83.33333333333334
glindr.org,4,66.66666666666666
glitch.gray.cafe,2,33.33333333333333
glitch.pm,1,16.666666666666664
globalfrens.com,1,16.666666666666664
globalwarming.fun,2,33.33333333333333
glowers.club,3,50.0
glowie.cloud,2,33.33333333333333
glownow.club,3,50.0
gnosis.systems,1,16.666666666666664
gnu.moe,2,33.33333333333333
gnuhacker.org,3,50.0
gnusocial.ch,1,16.666666666666664
gnusocial.club,1,16.666666666666664
gnusocial.no,1,16.666666666666664
goat.si,1,16.666666666666664
godspeed.moe,2,33.33333333333333
goldandblack.xyz,1,16.666666666666664
goneaway.social,1,16.666666666666664
goredb.com,1,16.666666666666664
goresee.com,1,16.666666666666664
goreslut.xyz,2,33.33333333333333
gorf.club,2,33.33333333333333
gorf.network,1,16.666666666666664
gorf.pub,4,66.66666666666666
gorf.space,4,66.66666666666666
gorf.tube,1,16.666666666666664
gorone.xyz,1,16.666666666666664
gothloli.club,2,33.33333333333333
goyim.app,4,66.66666666666666
goyslop.cafe,3,50.0
graeber.social,1,16.666666666666664
grants.cafe,2,33.33333333333333
gravure.club,3,50.0
graz.social,2,33.33333333333333
greatloop.social,1,16.666666666666664
greenboys.club,2,33.33333333333333
greenfield.masto.host,1,16.666666666666664
greenish.red,1,16.666666666666664
greenlifeplus.net,1,16.666666666666664
gretaoto.ca,2,33.33333333333333
grid.tf,1,16.666666666666664
grim.social,1,16.666666666666664
grimerica.ca,1,16.666666666666664
grin.hu,1,16.666666666666664
groyp.xyz,1,16.666666666666664
grumpys.online,1,16.666666666666664
gs.archae.me,1,16.666666666666664
gs.kawa-kun.com,2,33.33333333333333
gs.m0n5t3r.info,1,16.666666666666664
gs.mon5t3r.info,1,16.666666666666664
gs.smuglo.li,2,33.33333333333333
guizzyordi.info,3,50.0
gulp.cafe,1,16.666666666666664
guyfawkes.social,1,16.666666666666664
gymnastodon.com,1,16.666666666666664
gyutte.site,1,16.666666666666664
h5q.net,6,100.0
hachyderm.io,1,16.666666666666664
hacked.im,1,16.666666666666664
haeder.net,3,50.0
hagra.net,3,50.0
halle-leaks.de,1,16.666666666666664
hallertau.social,1,16.666666666666664
hallsofamenti.io,4,66.66666666666666
handholding.io,3,50.0
handicapped.tk,4,66.66666666666666
hanna.lol,1,16.666666666666664
happylittle.cloudns.cc,1,16.666666666666664
harpy.faith,1,16.666666666666664
haskovec.social,2,33.33333333333333
hatesnigge.rs,1,16.666666666666664
hatthieves.es,1,16.666666666666664
hayu.sh,1,16.666666666666664
hdcraft.xyz,2,33.33333333333333
headcannon.xyz,2,33.33333333333333
headpat.cafe,3,50.0
hear-me.social,1,16.666666666666664
hedgehoghunter.club,3,50.0
heislandmine.work,2,33.33333333333333
hell0friend.de,1,16.666666666666664
helladoge.com,4,66.66666666666666
hellthread.church,2,33.33333333333333
hendrixgames.com,2,33.33333333333333
hentai.baby,6,100.0
henzi.org,1,16.666666666666664
heonian.org,1,16.666666666666664
here.blue,2,33.33333333333333
hermit.cafe,3,50.0
hermitmountain.top,3,50.0
herosofbionicals.bigchungus69.club,1,16.666666666666664
hexagon.space,1,16.666666666666664
hi.moe.tips,1,16.666666666666664
hidamari.apartments,5,83.33333333333334
hieron.cc,1,16.666666666666664
hijacked.download,1,16.666666666666664
himk.am,3,50.0
hirad.it,3,50.0
hit.moe,1,16.666666666666664
hitchhiker.social,5,83.33333333333334
hitler.rocks,1,16.666666666666664
homd.xyz,3,50.0
homoo.social,2,33.33333333333333
homunyan.com,1,16.666666666666664
homura.space,1,16.666666666666664
honey.church,1,16.666666666666664
honeypot.im,1,16.666666666666664
honeytree.social,2,33.33333333333333
honkwerx.tech,4,66.66666666666666
horny.enby.space,2,33.33333333333333
horny.house,3,50.0
hornyjail.pro,3,50.0
horsefucker.org,1,16.666666666666664
hostux.social,1,16.666666666666664
hoto.rocks,2,33.33333333333333
hub.natehiggers.online,1,16.666666666666664
humanist.social,1,16.666666666666664
humble.cafe,1,16.666666666666664
humblr.social,1,16.666666666666664
hunk.city,4,66.66666666666666
husk.site,5,83.33333333333334
hwfo.online,1,16.666666666666664
i2p.rocks,1,16.666666666666664
iamterminally.online,4,66.66666666666666
iamterminallyonline.com,1,16.666666666666664
icic-net.com,1,16.666666666666664
icod.de,1,16.666666666666664
icum.to,1,16.666666666666664
icyphox.sh,1,16.666666666666664
iddqd.social,5,83.33333333333334
idolheaven.org,3,50.0
ieji.de,2,33.33333333333333
ignis.link,1,16.666666666666664
ignorelist.com,6,100.0
ihatebeinga.live,2,33.33333333333333
ika.moe,1,16.666666666666664
ikbenpiraat.nl,2,33.33333333333333
ilias.church,2,33.33333333333333
illegitimate.technology,2,33.33333333333333
ilyamikcoder.com,1,16.666666666666664
im-in.space,1,16.666666666666664
imirhil.fr,3,50.0
immibis.com,2,33.33333333333333
impeccable.social,3,50.0
incorrigible.moe,2,33.33333333333333
indiefedi.party,2,33.33333333333333
indieweb.social,1,16.666666666666664
inditoot.com,1,16.666666666666664
inex.rocks,1,16.666666666666664
inferencium.net,4,66.66666666666666
info.natehiggers.online,1,16.666666666666664
infosec.exchange,1,16.666666666666664
ingeechat.party,1,16.666666666666664
initiate.space,2,33.33333333333333
injection.love,2,33.33333333333333
instagram.com,1,16.666666666666664
instinctd.com,5,83.33333333333334
internetstuff.xyz,1,16.666666666666664
intkos.link,4,66.66666666666666
intotheriff.com,1,16.666666666666664
inumbra.xyz,4,66.66666666666666
io.mwl.io,1,16.666666666666664
ipv6-only.site,1,16.666666666666664
iqdd.social,1,16.666666666666664
ironbug.org,4,66.66666666666666
is-a.cat,1,16.666666666666664
is.chaotic.moe,1,16.666666666666664
iscute.moe,1,16.666666666666664
itm.osaka,1,16.666666666666664
itmslaves.com,2,33.33333333333333
itzti.li,1,16.666666666666664
jabb.in,1,16.666666666666664
jacksgloryhole.com,1,16.666666666666664
jaeger.website,2,33.33333333333333
jamesp.org,1,16.666666666666664
jannis.rocks,1,16.666666666666664
japanties.org,1,16.666666666666664
jauntygoat.net,1,16.666666666666664
jawsh.xyz,1,16.666666666666664
jayus.net,2,33.33333333333333
jbox.com.br,1,16.666666666666664
jeder.pl,1,16.666666666666664
jeena.net,1,16.666666666666664
jigmedatse.com,1,16.666666666666664
jimlunsford.com,1,16.666666666666664
jir.moe,3,50.0
jiyu.dev,1,16.666666666666664
jmizzle.com,1,16.666666666666664
jojo.singleuser.club,1,16.666666666666664
jollyville.net,2,33.33333333333333
jordanwages.com,1,16.666666666666664
jorts.horse,2,33.33333333333333
jorts.online,1,16.666666666666664
joschu.ch,1,16.666666666666664
josephschneider.net,1,16.666666666666664
journa.host,2,33.33333333333333
jpages.eu,1,16.666666666666664
jpop.club,3,50.0
juche.space,1,16.666666666666664
juche.town,2,33.33333333333333
juro.cloud,1,16.666666666666664
justbros.xyz,3,50.0
justicewarrior.social,4,66.66666666666666
justwallet.site,1,16.666666666666664
jvpiter.net,4,66.66666666666666
jvyden.xyz,1,16.666666666666664
k.posix.gay,1,16.666666666666664
k1ppl.com,1,16.666666666666664
kabuki.club,4,66.66666666666666
kabukimono.top,2,33.33333333333333
kafeneio.social,3,50.0
kafka.icu,2,33.33333333333333
kag.social,2,33.33333333333333
kakafe.ga,1,16.666666666666664
kalli.st,2,33.33333333333333
kamikaze.moe,1,16.666666666666664
kansanvalta.org,2,33.33333333333333
karab.in,1,16.666666666666664
karjalazet.se,2,33.33333333333333
karkatdyinginagluetrap.com,2,33.33333333333333
karl.guru,2,33.33333333333333
karolat.press,1,16.666666666666664
kartoffel.cafe,1,16.666666666666664
kartonrad.de,1,16.666666666666664
katiehopkinspolitical.icu,1,16.666666666666664
kawa-kun.com,4,66.66666666666666
kawaiistarlight.online,1,16.666666666666664
kawaiistu.moe,1,16.666666666666664
kawen.site,1,16.666666666666664
kawen.space,3,50.0
kazar.ma,1,16.666666666666664
kazv.moe,2,33.33333333333333
kazvam.com,1,16.666666666666664
kbin.social,1,16.666666666666664
kcl.academy,2,33.33333333333333
keinpfusch.net,3,50.0
kelarima.com,3,50.0
kemonololi.com,1,16.666666666666664
kendothugs.world,1,16.666666666666664
kenfm.de,2,33.33333333333333
kenhbit.com,3,50.0
khajiit.de,1,16.666666666666664
khajiit.tech,3,50.0
khsmty.com,1,16.666666666666664
kibitz.cloud,3,50.0
killbox.social,2,33.33333333333333
kilobyte.club,1,16.666666666666664
kinky.business,1,16.666666666666664
kirbo.xyz,1,16.666666666666664
kisslolis.com,1,16.666666666666664
kisslolis.moe,3,50.0
kitsune.cafe,1,16.666666666666664
kitsunemimi.club,3,50.0
kitty.haus,1,16.666666666666664
kitty.social,1,16.666666666666664
kiwifarms.cc,6,100.0
kiwifarms.is,5,83.33333333333334
kiwifarms.net,4,66.66666666666666
kiwifarms.plemora.net,1,16.666666666666664
kneegrows.top,1,16.666666666666664
knowltonwx.com,1,16.666666666666664
kodlomrazi.ru,1,16.666666666666664
kogasa.de,1,16.666666666666664
kolektiva.media,1,16.666666666666664
kolektiva.social,3,50.0
kompost.cz,5,83.33333333333334
kona.moe,1,16.666666666666664
kopimi.space,2,33.33333333333333
kosmos.social,1,16.666666666666664
kotobank.ch,3,50.0
kowai.youkai.town,1,16.666666666666664
koyu.space,2,33.33333333333333
kozterulethasznalatienge.day,1,16.666666666666664
kpop.social,1,16.666666666666664
krohsnest.com,1,16.666666666666664
kurosawa.moe,5,83.33333333333334
kusoneko.moe,1,16.666666666666664
kyaruc.moe,3,50.0
kyot.me,1,16.666666666666664
kyou.social,2,33.33333333333333
kys.moe,4,66.66666666666666
kyun.host,1,16.666666666666664
l3r.me,1,16.666666666666664
lab.nyanide.com,1,16.666666666666664
ladies.community,1,16.666666666666664
lain.bar,2,33.33333333333333
lain.best,1,16.666666666666664
lain.com,3,50.0
lain.gay,4,66.66666666666666
lain.la,3,50.0
lain.sh,4,66.66666666666666
lainchan.gay,2,33.33333333333333
lainon.life,2,33.33333333333333
lainternet.online,1,16.666666666666664
lakedrops.com,2,33.33333333333333
lambright.com,2,33.33333333333333
lamp.wtf,1,16.666666666666664
lanceur-alerte.tv,1,16.666666666666664
landofkittens.social,1,16.666666666666664
lanuevebastarda.es,2,33.33333333333333
lavenderfield.xyz,1,16.666666666666664
lawstodon.social,2,33.33333333333333
layer08.com,3,50.0
leadslinger.org,3,50.0
leafposter.cafe,1,16.666666666666664
leafposter.club,5,83.33333333333334
lecturify.net,1,16.666666666666664
leftic.club,2,33.33333333333333
leftlibertarian.club,2,33.33333333333333
leftychan.net,3,50.0
lemmygrad.ml,2,33.33333333333333
lemonade.moe,1,16.666666666666664
leonardwong.dev,2,33.33333333333333
leptonics.com,2,33.33333333333333
lesaoras.xyz,1,16.666666666666664
lets.bemoe.online,2,33.33333333333333
lets.saynoto.lgbt,3,50.0
letsalllovela.in,6,100.0
lewdie.heaven,1,16.666666666666664
lewdieheaven.com,5,83.33333333333334
lgbtfree.zone,4,66.66666666666666
lgbtqia.space,2,33.33333333333333
lhr.life,1,16.666666666666664
lhrtunnel.link,1,16.666666666666664
libbie.cloud,2,33.33333333333333
liberal.city,3,50.0
liberal.win,1,16.666666666666664
liberdon.com,4,66.66666666666666
libertarianism.club,1,16.666666666666664
libertyaf.io,1,16.666666666666664
libertymatrix.io,1,16.666666666666664
libertynode.net,2,33.33333333333333
libertywoof.com,1,16.666666666666664
libre.tube,3,50.0
libre.video,2,33.33333333333333
librem.one,2,33.33333333333333
librenet.co.za,5,83.33333333333334
libresilicon.com,1,16.666666666666664
librosphere.fr,2,33.33333333333333
libtar.de,3,50.0
lightlyseared.online,1,16.666666666666664
ligma.pro,5,83.33333333333334
linuxrocks.online,3,50.0
listie.nl,1,16.666666666666664
liveview.cf,1,16.666666666666664
livingunder.rocks,1,16.666666666666664
lizards.live,4,66.66666666666666
loadaverage.org,2,33.33333333333333
loca.lt,1,16.666666666666664
localhost.run,1,16.666666666666664
localtunnel.me,2,33.33333333333333
logografos.com,4,66.66666666666666
lokean.org,1,16.666666666666664
lokinet.io,1,16.666666666666664
loli.best,4,66.66666666666666
loli.estate,3,50.0
loli.exposed,1,16.666666666666664
loli.foundation,1,16.666666666666664
loli.pizza,2,33.33333333333333
loliandstuff.moe,1,16.666666666666664
lolic.at,1,16.666666666666664
lolicon.rocks,4,66.66666666666666
lolicon.win,2,33.33333333333333
lolifuggzi5axn2rmbk44u55zk3zjnbs4vhcruifrgyfpk6mwm4okuad.onion,1,16.666666666666664
lolis.world,2,33.33333333333333
lolisandstuff.moe,1,16.666666666666664
lolison.network,6,100.0
lolison.top,6,100.0
lolitube.moe,3,50.0
loliverse.xyz,2,33.33333333333333
longyap.name.my,2,33.33333333333333
lor.sh,1,16.666666666666664
lord.sh,1,16.666666666666664
lostvoid.cyberretards.xyz,1,16.666666666666664
lotor.network,1,16.666666666666664
lottev.moe,1,16.666666666666664
lovedate.nu,1,16.666666666666664
loveforlandlords.com,5,83.33333333333334
loveisgrief.tk,1,16.666666666666664
loves.reisen,1,16.666666666666664
lovesick.social,2,33.33333333333333
lovingexpressions.net,5,83.33333333333334
lubar.me,1,16.666666666666664
lucasvl.nl,3,50.0
lukepreston.xyz,1,16.666666666666664
lukesmith.xyz,2,33.33333333333333
lulz.win,2,33.33333333333333
lyricaltokarev.fun,1,16.666666666666664
m.gretaoto.ca,1,16.666666666666664
m.sl-network.fr,1,16.666666666666664
m.sprovoost.nl,1,16.666666666666664
m0e.space,1,16.666666666666664
m0n5t3r.info,2,33.33333333333333
m4cgyver.net,1,16.666666666666664
ma.fellr.net,1,16.666666666666664
ma.jameuwu.com,2,33.33333333333333
machikadon.online,1,16.666666666666664
macneilmediagroup.com,1,16.666666666666664
macsnet.cz,2,33.33333333333333
madhammer.club,1,16.666666666666664
magicalmirro.red,2,33.33333333333333
magicfedi.su,2,33.33333333333333
mahodou.moe,4,66.66666666666666
maikel.dev,1,16.666666666666664
maikel.uk,1,16.666666666666664
makemysarcophagus.com,3,50.0
maladaptive.art,4,66.66666666666666
malydwhomartthou.com,1,16.666666666666664
mamot.fr,1,16.666666666666664
manalejandro.com,1,16.666666666666664
maneisacutie.club,2,33.33333333333333
manx.social,1,16.666666666666664
map.osrx.chat,1,16.666666666666664
mapsupport.club,2,33.33333333333333
mapsupport.de,6,100.0
marsey.club,4,66.66666666666666
marsey.moe,4,66.66666666666666
martinezperspective.org,1,16.666666666666664
masochi.st,6,100.0
mast.1dot0.io,1,16.666666666666664
mast.mulliken.net,1,16.666666666666664
mast.socialspill.com,2,33.33333333333333
mast.subzone.space,1,16.666666666666664
mast.wholemars.com,1,16.666666666666664
mastertibbles.co.uk,6,100.0
masthead.social,3,50.0
mastinator.com,6,100.0
mastindia.co,3,50.0
masto.ai,1,16.666666666666664
masto.cuddlr.org,1,16.666666666666664
masto.globaleas.org,1,16.666666666666664
masto.payfrit.com,1,16.666666666666664
masto.quad.moe,1,16.666666666666664
mastobate.social,2,33.33333333333333
mastod.no,2,33.33333333333333
mastodo.fi,1,16.666666666666664
mastodon-uk.net,1,16.666666666666664
mastodon.adtension.com,1,16.666666666666664
mastodon.ai8w.ddns.net,1,16.666666666666664
mastodon.ar.al,1,16.666666666666664
mastodon.astrr.ru,1,16.666666666666664
mastodon.au,1,16.666666666666664
mastodon.bayern,1,16.666666666666664
mastodon.bgzashtita.es,1,16.666666666666664
mastodon.bida.im,1,16.666666666666664
mastodon.cardina1.red,1,16.666666666666664
mastodon.cf,4,66.66666666666666
mastodon.cloud,3,50.0
mastodon.com.pl,2,33.33333333333333
mastodon.ctseuro.com,1,16.666666666666664
mastodon.de,1,16.666666666666664
mastodon.derveni.org,1,16.666666666666664
mastodon.dgfp.club,1,16.666666666666664
mastodon.digitalsuccess.dev,1,16.666666666666664
mastodon.etalab.gouv.fr,1,16.666666666666664
mastodon.frl,1,16.666666666666664
mastodon.fulltermprivacy.com,1,16.666666666666664
mastodon.gamedev.place,1,16.666666666666664
mastodon.gougere.fr,1,16.666666666666664
mastodon.green,1,16.666666666666664
mastodon.grin.hu,1,16.666666666666664
mastodon.honeypot.im,1,16.666666666666664
mastodon.in.ua,1,16.666666666666664
mastodon.jordanwages.com,1,16.666666666666664
mastodon.la,3,50.0
mastodon.lol,1,16.666666666666664
mastodon.loliandstuff.moe,2,33.33333333333333
mastodon.macsnet.cz,1,16.666666666666664
mastodon.madrid,1,16.666666666666664
mastodon.ml,2,33.33333333333333
mastodon.myocci.social,1,16.666666666666664
mastodon.ninja,1,16.666666666666664
mastodon.nzoss.nz,2,33.33333333333333
mastodon.online,1,16.666666666666664
mastodon.org.uk,1,16.666666666666664
mastodon.scot,1,16.666666666666664
mastodon.se,4,66.66666666666666
mastodon.sl,1,16.666666666666664
mastodon.social,1,16.666666666666664
mastodon.socialspill.com,2,33.33333333333333
mastodon.someotherguy.xyz,1,16.666666666666664
mastodon.starrevolution.org,1,16.666666666666664
mastodon.staycuriousandkeepsmil.in,1,16.666666666666664
mastodon.tech,1,16.666666666666664
mastodon.teia.art,1,16.666666666666664
mastodon.top,2,33.33333333333333
mastodon.uno,1,16.666666666666664
mastodon.world,2,33.33333333333333
mastodon.xech.io,1,16.666666666666664
mastodon.xyz,1,16.666666666666664
mastodon.zunda.ninja,1,16.666666666666664
mastodong.lol,5,83.33333333333334
mastodonhub.com,1,16.666666666666664
mastodonspain.masto.host,1,16.666666666666664
mastodonsweden.se,1,16.666666666666664
mastodont.social,1,16.666666666666664
mastodonten.de,1,16.666666666666664
mastodutchservers.com,1,16.666666666666664
mastoscat.club,1,16.666666666666664
masturbated.one,1,16.666666666666664
matchflame.eu,1,16.666666666666664
matchflame.nl,1,16.666666666666664
matrix.rocks,1,16.666666666666664
mcjarbo.com,2,33.33333333333333
mcjarbo.net,1,16.666666666666664
md.kakise.tech,2,33.33333333333333
meatbag.app,4,66.66666666666666
mediastodon.com,2,33.33333333333333
medic.cafe,1,16.666666666666664
medusmedia.com,1,16.666666666666664
meetup.com,1,16.666666666666664
megamast.io,2,33.33333333333333
meisskey.blue,1,16.666666666666664
melalandia.tk,1,16.666666666666664
meld.de,3,50.0
melonbread.dev,2,33.33333333333333
meme.moe,2,33.33333333333333
memehub.eu,1,16.666666666666664
mememagic.net,1,16.666666666666664
memeware.net,1,16.666666666666664
mentalhealth.social,1,16.666666666666664
mentality.rip,1,16.666666666666664
mercurial.blog,2,33.33333333333333
merovingian.club,6,100.0
meta-tube.de,1,16.666666666666664
metro.social,1,16.666666666666664
mhym.social,1,16.666666666666664
miaow.gay,1,16.666666666666664
micca.xyz,2,33.33333333333333
micro.mkp.ca,1,16.666666666666664
microblog.club,1,16.666666666666664
midnightride.rs,2,33.33333333333333
midov.pl,1,16.666666666666664
midwaytrades.com,4,66.66666666666666
mikeshelby.noip.me,1,16.666666666666664
miku-enthusiast.club,4,66.66666666666666
miku.place,1,16.666666666666664
milker.cafe,5,83.33333333333334
milkers.online,3,50.0
mim-libre.fr,1,16.666666666666664
mindly.social,1,16.666666666666664
minds.com,5,83.33333333333334
minidisc.tokyo,5,83.33333333333334
miniwa.moe,3,50.0
mirbsd.org,1,16.666666666666664
mirr0r.city,6,100.0
mirrored.social,1,16.666666666666664
miruku.cafe,3,50.0
misaka.ru,1,16.666666666666664
misogyni.st,1,16.666666666666664
misono-ya.info,2,33.33333333333333
misskey-forkbomb,1,16.666666666666664
misskey-forkbomb.cf,4,66.66666666666666
misskey.ai,1,16.666666666666664
misskey.art,1,16.666666666666664
misskey.cf,1,16.666666666666664
misskey.gg,2,33.33333333333333
misskey.io,3,50.0
misskey.nl,1,16.666666666666664
misskey.xyz,2,33.33333333333333
misskeybeta.takehi.to,1,16.666666666666664
mistli.net,1,16.666666666666664
mitra.social,4,66.66666666666666
mk.absturztau.be,1,16.666666666666664
mk.disqordia.space,1,16.666666666666664
mk.froth.zone,1,16.666666666666664
mk.niscii.xyz,1,16.666666666666664
mkl.lol,1,16.666666666666664
mn.openspace.cf,1,16.666666666666664
moa.st,5,83.33333333333334
mobile.co,1,16.666666666666664
moe.cachapa.xyz,1,16.666666666666664
moe.onl,2,33.33333333333333
moe.tips,1,16.666666666666664
moggy.xyz,1,16.666666666666664
moi.cx,1,16.666666666666664
moirai.cc,1,16.666666666666664
molten.cloud,1,16.666666666666664
monads.online,3,50.0
mondoweiss.net,1,16.666666666666664
monstergirl.space,2,33.33333333333333
moody.name,1,16.666666666666664
moonbeam.town,1,16.666666666666664
mooo.com,3,50.0
mooskirsch.xyz,1,16.666666666666664
morale.ch,3,50.0
morepablo.com,1,16.666666666666664
morse.social,1,16.666666666666664
mostr.pub,6,100.0
moth.social,1,16.666666666666664
moth.zone,1,16.666666666666664
mouse.services,4,66.66666666666666
mr64.net,2,33.33333333333333
mrhands.horse,5,83.33333333333334
mst.vsta.org,1,16.666666666666664
mstdn-bike.net,1,16.666666666666664
mstdn.ai,1,16.666666666666664
mstdn.beer,1,16.666666666666664
mstdn.business,1,16.666666666666664
mstdn.ca,2,33.33333333333333
mstdn.es,1,16.666666666666664
mstdn.foxfam.club,3,50.0
mstdn.in,1,16.666666666666664
mstdn.io,2,33.33333333333333
mstdn.jp,5,83.33333333333334
mstdn.media,1,16.666666666666664
mstdn.party,1,16.666666666666664
mstdn.satania.social,1,16.666666666666664
mstdn.social,1,16.666666666666664
mstdn.starnix.network,2,33.33333333333333
mu.zaitcev.nu,3,50.0
muchiga.club,1,16.666666666666664
muensterland.social,1,16.666666666666664
mugicha.club,6,100.0
muh.wang,2,33.33333333333333
mulmeyun.church,2,33.33333333333333
murky.club,3,50.0
musksocial.com,2,33.33333333333333
my-sunshine.video,1,16.666666666666664
my.medic.cafe,1,16.666666666666664
myasstodon.xyz,2,33.33333333333333
mycrowd.ca,1,16.666666666666664
mycub.space,2,33.33333333333333
myhm.social,1,16.666666666666664
myidanonymous.me,1,16.666666666666664
mylegendary.quest,1,16.666666666666664
myocci.social,1,16.666666666666664
mypdns.org,1,16.666666666666664
myxoz.port0.org,1,16.666666666666664
myyouniverse.observer,1,16.666666666666664
n0id.space,1,16.666666666666664
nachocheese.uk,1,16.666666666666664
nafo.army,1,16.666666666666664
nafo.uk,2,33.33333333333333
nah.re,1,16.666666666666664
naharia.net,2,33.33333333333333
nakamoto.social,1,16.666666666666664
naln1.ca,1,16.666666666666664
nalocal519.social,4,66.66666666666666
nangang.travnewmatic.com,1,16.666666666666664
nanovim.tk,2,33.33333333333333
narrativerry.xyz,4,66.66666666666666
nasface.cz,1,16.666666666666664
nasnfl.com,1,16.666666666666664
nastub.cz,1,16.666666666666664
natehiggers.online,4,66.66666666666666
national.catposting.agency,1,16.666666666666664
national.shitposting.agency,1,16.666666666666664
nationaljustice.social,4,66.66666666666666
natter.wtf,1,16.666666666666664
nauk.io,1,16.666666666666664
nazi.social,5,83.33333333333334
nazrin.moe,1,16.666666666666664
neckbeard.life,1,16.666666666666664
neckbeard.xyz,5,83.33333333333334
needs.vodka,3,50.0
neenster.org,5,83.33333333333334
